Category,Message,Label,Clean
spam,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,1,urgent tri contact u today draw show prize guarante call land line claim j po box c pm
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!",1,latest news polic station toilet stolen cop noth go
ham,Shb b ok lor... Thanx...,0,shb b ok lor thanx
ham,K then 2marrow are you coming to class.,0,k marrow come class
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",0,ugh u apolog admit u wrong ask take u back
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,1,wow boy r back take uk tour win vip ticket pre book vip club txt club trackmarqu ltd info vipclub u
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,1,dear voucher holder claim st class airport loung pass use holiday voucher call book quot st class x
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",1,claim shop spree call mobstorequiz ppm
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,1,free unlimit hardcor porn direct mobil txt porn get free access hr chrgd p per day txt stop exit msg free
ham,Leave it de:-). Start Prepare for next:-)..,0,leav de start prepar next
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,1,privat account statement show un redeem point call identifi code expir
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,0,oh shut omg yesterday dream kid boy piss kid boy even told mark dream chang diaper caus get owe face
spam,This message is brought to you by GMW Ltd. and is not connected to the,1,messag brought gmw ltd connect
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,1,believ true incred txt repli g learn truli amaz thing blow mind fwd p txt
ham,Thats cool. i liked your photos. You are very sexy!,0,that cool like photo sexi
ham,K. I will sent it again,0,k sent
ham,K..u also dont msg or reply to his msg..,0,k u also dont msg repli msg
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",1,thank rington order ref number k mobil charg tone arriv pleas call custom servic
ham,Pls she needs to dat slowly or she will vomit more.,0,pl need dat slowli vomit
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,1,today voda number end select receiv reward match pleas call quot claim code standard rate appli
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.,1,free text messag valid decemb
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,1,u subscrib best mobil content servic uk per day send stop helplin
spam,"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",1,urgent mobil bonu caller prize nd attempt reach call asap box n qp ppm
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,0,wrong phone phone answer one assum peopl well
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,1,santa call would littl one like call santa xma eve call book time call ppm last min c www santacal com
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,1,would like see xxx pic hot nearli ban uk
ham,Yup i've finished c Ì_ there...,0,yup finish c
ham,I will see in half an hour,0,see half hour
ham,Dear we are going to our rubber place,0,dear go rubber place
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,0,how favourit person today r u workin hard sleep last nite nearli rang u
ham,Give one miss from that number please,0,give one miss number pleas
ham,What is the plural of the noun research?,0,plural noun research
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1,someon u know ask date servic contact cant guess call reveal po box wu
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1,urgent ur award complimentari trip eurodisinc trav aco entri claim txt di morefrmmob shracomorsglsuplt ls aj
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,0,hello hun ru way im good date guy met walkabout far meet soon how everyon els
ham,You know what hook up means right?,0,know hook mean right
ham,Lol where do u come up with these ideas?,0,lol u come idea
ham,When you guys planning on coming over?,0,guy plan come
ham,Ok...,0,ok
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,0,yup wun believ wat u realli neva c e msg sent shuhui
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",0,good afternoon sexi bun goe job search wake first thought alway love wish fine happi know ador
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1,dorothi kiefer com bank granit issu strong buy explos pick member nasdaq symbol cdgt per
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,1,congratul ur award cd voucher gift guarante free entri wkli draw txt music
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,1,rt king pro video club need help info ringtonek co uk call must club credit redeem www ringtonek co uk enjoy
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,1,hi ur lookin sauci daytim fun wiv busti marri woman free next week chat sort time janinexx call minmobsmorelkpobox hp fl
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,1,u get phone wanna chat set meet call u cum moro luv jane xx call minmoremobsemspobox po wa
ham,Sent me de webadres for geting salary slip,0,sent de webadr gete salari slip
ham,Also maaaan are you missing out,0,also maaaan miss
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",1,wan win meet greet westlif u current tour unbreak untam unkempt text cost p std text
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",0,hello lover goe new job happi think wake slave send teas kiss across sea
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,0,okay lor still let us go ah coz know later drop card box right
ham,Not getting anywhere with this damn job hunting over here!,0,get anywher damn job hunt
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,1,money r lucki winner claim prize text money million give away ppt x normal text rate box w jy
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,0,yeah got v apologet n fallen actin like spoilt child got caught till go badli cheer
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",0,forgot take year shower sorri phone dead yet
spam,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,1,urgent mobil number award bonu caller prize call land line valid hr
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,1,free msg rington http tm widel com index wml id b ecef ff first true jul
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",1,congratul thank good friend u xma prize claim easi call p per minut bt nation rate
spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,1,uk break accommodationvouch term condit appli claim mustprovid claim number
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,0,awww dat sweet think someth nice time tonight ill probabl txt u later co im lone xxx
ham,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,0,yup ok go home look time msg xuhui go learn nd may lesson
ham,So u gonna get deus ex?,0,u gonna get deu ex
ham,Just sleeping..and surfing,0,sleep surf
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,1,u secret admir look make contact u find r reveal think ur special call stopsm
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,1,free msg singl find partner area real peopl wait chat send chat cncl send stopc per msg
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",1,account credit free text messag activ txt word credit cs www biz
ham,"Aight, you close by or still down around alex's place?",0,aight close still around alex place
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,0,catch bu fri egg make tea eat mom left dinner feel love
ham,"I wake up long ago already... Dunno, what other thing?",0,wake long ago alreadi dunno thing
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,1,ur cash balanc current pound maxim ur cash send go p meg cc hg suit land row w j hl
ham,Arun can u transfr me d amt,0,arun u transfr amt
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,1,privat account statement show un redeem point call identifi code expir
ham,Lol wtf random. Btw is that your lunch break,0,lol wtf random btw lunch break
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,0,run away frm u walk slowli amp kill u care enough stop
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,0,god love limit god grace measur god power boundari may u god endless bless alway ur life gud ni
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1,p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti
